ph,Hardness,Solids,Turbidity,Potability
,169.0419175,36152.8209,3.995973787,0
2.612035915,188.8041257,34798.25259,4.76520537,0
8.490571562,204.1236484,22989.79639,3.875556805,0
,213.5419323,22539.71161,3.398592587,0
8.858401531,254.6175187,9624.300462,5.525726338,0
6.098156521,189.995846,27776.90105,3.977362364,0
8.419970682,185.7189888,13237.9896,3.962478314,0
9.286155021,222.6615514,12311.26837,5.23998187,0
7.875895135,226.2847878,12710.24945,4.238589203,0
7.725332908,252.2654912,36477.73811,3.724836704,0
3.388090611,212.0289445,20230.12558,2.798600948,0
6.745306715,218.424637,21871.8387,3.90235259,0
,190.4238985,28062.64189,5.629015636,0
7.183825723,261.8507998,14100.96899,4.597165512,0
10.1119767,240.4321002,15331.30269,3.425763242,0
7.397413299,122.5410399,8855.114121,3.14915751,0
7.812804388,196.583886,42550.84182,6.204846359,0
6.877456933,136.8792139,27433.58729,3.827650072,0
,146.9702452,16367.45837,4.664350321,0
,230.8094825,27418.78104,4.197595209,0
7.521051679,267.0596474,26865.37374,2.880785347,0
8.550875469,231.2487868,28918.41995,3.772886607,0
10.30847766,217.2197464,27653.23518,3.285077052,0
,252.670469,29368.67418,5.052736766,0
7.371085073,207.7168244,24913.83717,4.412589537,0
11.18069466,228.3008604,16600.39275,3.809841654,0
6.506487767,202.2859379,17087.0769,3.548775589,0
6.643935775,151.8896001,10909.19459,3.812952926,0
5.03377399,155.3214775,34971.80748,3.244948477,0
6.912607562,155.7404952,17973.17886,2.612248953,0
7.977635991,245.8951304,32170.06916,3.5521295,0
6.078335837,197.5019119,35957.79218,4.201580906,0
6.242414484,191.9087295,28149.41179,4.508705098,0
6.06335479,160.7673113,14775.1456,3.467336915,0
8.129585514,177.8989666,27834.2177,3.362537135,0
9.562405944,202.0136426,13041.82914,3.762719837,0
8.167792632,200.9137547,27141.3629,4.289395484,0
8.594416135,270.0227059,15791.67535,3.568991708,0
,167.3861273,20944.62081,3.679795035,0
6.825467901,187.0517097,46140.12685,3.027449578,0
7.861177701,204.2742411,25145.02412,4.157656628,0
4.96577356,220.8486386,21802.7449,3.421766849,0
6.207432968,192.9370271,13442.60347,3.549298841,0
,157.0012874,20067.10533,4.417559791,0
9.769251006,264.2656543,8471.677381,4.636556195,0
9.63066548,152.8624335,23641.70257,4.920091158,0
5.187471605,104.752425,20060.07873,3.203257896,0
7.633570088,199.6529996,16312.15497,2.927066767,0
5.77119905,155.0508931,24909.44401,4.688959065,0
6.579969329,197.2269809,17657.08418,4.575931872,0
4.801154368,180.7728708,13556.7344,4.418638132,0
7.948815718,238.2364097,19129.45837,3.692250861,0
6.906992172,216.7852908,19991.23915,2.124759352,0
,281.268667,22452.09081,4.444350199,0
,190.7794599,12224.31051,3.463172548,0
8.461330874,212.5813664,34406.77645,3.771944146,0
7.726134808,233.9478637,21667.86874,3.720636904,0
,247.6615733,19549.49934,3.777737414,0
8.927078148,241.875105,22821.25438,4.601860959,0
6.20801554,153.2211063,17358.79637,4.334615732,0
6.128425635,141.4924095,9615.83271,4.633823862,0
,202.2548328,11981.74019,2.678910713,0
7.308048848,274.7049505,14600.53952,3.696119712,0
,170.0992357,39906.19027,4.353238589,0
8.640886409,201.5687241,26473.71324,5.263101572,0
,205.5094572,20406.92767,4.102529482,0
8.153210075,127.1448918,10280.9295,2.905788134,0
8.29372011,206.1604149,35216.38597,3.954715283,0
,233.850345,21136.28676,3.310858508,0
,237.6773831,26009.07526,3.706601792,0
9.489972878,234.0699652,15513.74038,4.219967522,0
7.830976343,190.7990441,7695.063935,4.588784657,0
4.430281212,139.6857588,28862.25717,4.384565156,0
7.240739639,201.1868045,23783.09956,3.556297467,0
,260.2053596,19517.7248,3.665521764,0
6.867301322,174.1849764,24112.15347,3.82359504,0
6.129637015,200.2781822,30989.94841,4.615886181,0
7.917049443,278.056321,27192.28056,3.659484625,0
6.511618075,181.8734217,29136.81462,4.850433708,0
5.323815584,232.36858,37625.75268,2.880721846,0
6.769572869,168.9370725,11067.18115,5.22054027,0
5.87797404,141.6152867,13652.2932,4.032259504,0
9.534021716,201.955208,9472.61492,2.768238928,0
6.340027628,225.0281485,45222.50667,3.686001324,0
8.66159243,284.0983515,27088.47646,3.67043101,0
5.653506135,146.5902323,16462.46009,5.198985504,0
6.626012184,112.2994855,25839.8941,4.194313129,0
7.793833573,176.8664829,18344.68036,4.172935335,0
7.59312765,261.5661726,18371.0572,3.377337638,0
7.362736502,185.692181,16268.44861,4.408513182,0
9.320305445,129.8238585,16002.13832,4.205809732,0
3.719791644,248.8592673,23590.93213,2.718397734,0
6.655605026,216.4411715,20571.84571,2.951644715,0
9.868877881,214.1662353,15326.85591,3.355489791,0
5.590614436,229.1921395,35370.73552,4.726845017,0
5.554436511,229.1228286,31344.46039,2.095914087,0
4.126528715,125.4748835,11215.9459,4.460200984,0
5.970035657,230.4493293,16324.1152,5.428674072,0
,229.7713495,16162.26231,4.600927569,0
8.369154354,183.5003784,12975.90033,3.629749331,0
6.284248242,190.0176486,12206.68121,3.377132289,0
11.26782838,161.8963622,6040.369868,4.153347001,0
9.298018008,163.0388346,13990.5134,3.681324244,0
7.895469246,154.2657803,7769.616119,4.2369473,0
7.947485786,269.809407,34440.77343,3.70085384,0
10.02615916,224.2663577,14962.17783,4.182277582,0
6.48819324,225.4819088,34864.42789,4.592073571,0
5.869736755,207.7254552,22244.21824,4.689315048,0
,220.8137025,21410.31962,3.659974812,0
5.30414266,160.9683582,25299.51156,4.165723664,0
7.533614823,186.9182451,11642.72754,3.462763987,0
4.077607725,207.8380479,18194.95414,2.758658531,0
,105.8592636,37928.14218,3.87385335,0
7.086168401,189.1453777,4304.492483,3.416539753,0
6.271012171,213.444685,24846.14187,5.303581361,0
7.957768344,276.7335689,17162.39842,3.450745892,0
8.875642278,228.9215872,28487.7086,4.006991559,0
,192.447171,18257.56927,4.358298341,0
6.613709118,141.1289215,25648.5695,3.539771111,0
7.735705022,137.3181658,16723.97724,2.148611536,0
9.925041328,238.7133934,10704.60318,4.703803489,0
9.00258311,202.9907653,19523.12486,4.904837415,0
5.095766465,273.4084481,26307.29845,4.35219347,0
8.594677108,263.7645927,23220.12061,4.754072499,0
7.083779061,112.820254,8580.245561,3.887680685,0
7.682872498,180.7013755,12105.72193,3.778606788,0
,133.8131148,18272.50597,3.313199022,0
6.419772474,208.7602476,30759.68144,3.095233157,0
4.443238899,178.9562058,25008.53225,3.268324836,0
6.978664262,183.2427962,23114.44608,4.766943236,0
6.623613566,203.0301413,17167.3013,2.915165951,0
3.664710562,201.0973162,28102.75663,3.316157657,0
4.814135621,205.2140411,17650.40505,5.190851805,0
5.779673705,199.5860803,24160.35432,4.656377233,0
6.937818783,177.5781419,12626.19792,3.724089564,0
7.436782609,208.094004,28544.61629,3.727663719,0
4.723312573,252.274895,22833.19204,3.917586695,0
9.380658051,265.0612161,15156.78983,4.034349047,0
7.810144933,187.3150477,20418.88993,4.033773709,0
9.436637164,143.7884118,20724.93036,4.41111744,0
9.406325753,216.7621587,27948.58945,3.097277957,0
6.321259315,207.2577096,8532.139517,4.501457204,0
,217.369746,17984.32744,3.605154199,0
4.705356496,103.173587,19555.76505,3.437450134,0
8.896418988,222.2562929,8870.902966,3.700945733,0
6.581878202,272.9827447,37169.4444,4.201662864,0
6.755145902,231.2601313,18536.69865,5.162729749,0
9.445129838,145.8054024,13168.52916,3.875165247,1
9.024845037,128.0966912,19859.67648,3.985250506,1
,169.974849,23403.6373,2.747312999,1
6.80011909,242.0080815,39143.40333,3.8549399,1
7.174135163,203.4089346,20401.10246,3.939895657,1
7.657991237,236.9608892,14245.78912,2.437296288,1
8.322986672,207.2524622,28049.64628,4.052135728,1
5.934279093,223.8581252,23249.65383,5.217895024,1
9.802720782,98.77164353,27357.45674,2.764633881,1
6.101955231,215.2680896,15976.92623,3.53559633,1
4.997770601,280.0824107,26849.19474,3.404632906,1
4.815766791,217.6870932,16392.13507,4.375223811,1
6.548020558,278.5851052,25508.38695,3.611860372,1
13.17540172,47.432,19237.94968,4.10692449,1
6.618010906,233.6616359,19598.86074,4.437695749,1
7.788054733,212.6914573,29879.06015,3.368757217,1
5.191834327,211.0941848,14866.10386,3.859800939,1
5.626339528,230.8579828,14442.41888,1.943318777,1
6.869638941,251.2934475,21728.8213,4.726702454,1
9.058628424,155.3575571,15737.46894,3.65213447,1
7.291888325,127.5442971,27784.04848,5.328712788,1
7.275908774,175.2203765,22644.76635,5.062297798,1
6.512737124,229.263861,22475.04687,4.612963629,1
7.207886781,175.8702941,35804.29261,3.762741072,1
,156.5206348,16146.15711,3.772919265,1
5.324941856,280.0896549,35344.65805,4.427137926,1
7.082300649,169.4689273,29846.71906,3.485577388,1
5.33418358,224.7879362,28897.49153,5.091357101,1
10.7618978,81.71089527,25999.95367,4.661798516,1
6.286806948,258.3000516,13777.37619,4.104863275,1
9.794558699,129.8709584,20682.73174,2.945418738,1
8.210443565,167.1021915,13933.08536,4.97605516,1
6.941719438,173.3343894,20111.82126,4.563183171,1
10.35611883,136.3237517,48621.56395,4.201849441,1
7.958984292,171.4836247,23625.81389,4.698007916,1
3.882631081,243.8079497,7751.809491,3.734001387,1
5.671773833,216.0428111,15949.15318,3.833159746,1
10.00330054,143.0942854,46113.95749,4.746381859,1
6.552847474,198.8069397,34006.42073,4.687986155,1
7.628552723,156.7936942,26244.03691,4.182057148,1
4.79084054,268.7208812,17862.369,3.258858945,1
7.710959939,181.9381256,6552.626314,4.28894682,1
8.291299006,211.2170343,20008.13496,3.424701921,1
6.193170101,225.6834218,12883.7265,3.466645288,1
9.032660579,121.4414415,15618.17025,4.927218272,1
6.139493741,236.6740259,8081.466471,3.260906853,1
7.12942473,178.3723523,25840.57889,3.418610803,1
,191.2852176,21948.32536,4.109590274,1
5.418503763,187.7768087,35902.71568,4.506539591,1
8.075494508,195.8049958,29483.60185,3.682919645,1
,225.287704,22511.69262,4.081701398,1
10.04967372,132.8328367,11557.03204,5.133477823,1
5.667650647,229.9283665,16953.89874,3.633213756,1
,181.6891637,27776.18026,3.807920062,1
8.923980608,135.9384675,27919.77067,4.15558319,1
6.428866313,225.6130938,15596.47333,4.184783372,1
6.960603502,201.7154525,11348.676,4.978820188,1
5.873675846,203.3299282,19216.68309,5.412090885,1
6.79546901,187.7830201,15300.83867,5.163088154,1
10.04102797,113.8311122,16266.43445,3.807562606,1
,273.2556208,44506.44156,4.124780678,1
7.296037734,235.7351929,36043.70664,4.168526118,1
,161.8264761,29299.12335,3.497577391,1
5.862641233,185.0652199,44069.27216,5.50742094,1
7.292141805,174.480427,33991.65157,4.466912564,1
8.062805643,200.493112,11567.88784,4.471842,1
7.82197094,157.1815455,23318.18798,3.532958335,1
11.301794,77.4595861,39227.61946,3.309580397,1
6.593764313,233.5141325,25589.61059,2.346578095,1
9.161088613,119.8419046,26618.05964,4.888061137,1
,144.815264,14507.01781,5.922581692,1
4.642953052,307.7060241,16115.92986,3.982867293,1
7.798453676,188.3949423,32704.56929,4.107267203,1
5.564342491,256.20883,11245.73577,2.285987849,1
7.886591227,213.0525907,38852.02964,4.589983508,1
7.443189014,193.1247989,13551.95334,2.664832796,1
3.657123133,275.7671418,23736.81626,3.31462973,1
9.597191857,167.088976,21153.32283,5.145152871,1
6.964225943,212.7644944,29957.19122,3.990437572,1
7.672909523,152.8783051,22989.35118,4.268227482,1
6.737004072,220.1001024,24694.74421,4.063170289,1
,163.2244663,18570.28534,4.135745329,1
5.382489039,240.0182139,18189.39498,4.173330283,1
7.022952113,264.5256065,15978.35525,4.971907099,1
,250.7053939,27355.93431,2.969136099,1
10.02622381,94.09130748,25510.0973,3.736228471,1
5.583832998,261.2338253,35278.68174,3.870156921,1
7.952929116,221.3698538,18621.42492,5.260014766,1
5.500186641,254.672705,21082.85204,4.178478951,1
7.543700466,161.6231416,19116.01208,3.630536578,1
6.848331559,159.1880501,12837.50606,4.396604556,1
,181.2105099,30280.78859,3.779554492,1
5.910251729,282.739017,15244.84639,3.660922908,1
8.716820334,153.9800345,11734.44886,3.205128767,1
6.016889136,221.1473078,16656.06267,4.422269233,1
9.567822726,173.1114983,38787.46271,4.197919055,1
4.296247024,278.1475241,19672.48721,4.163328982,1
3.551579177,323.124,38969.38899,3.96599397,1
8.529669348,157.7004811,18203.73003,3.776040837,1
8.065339036,174.1205843,21366.2836,3.756391707,1
9.158445163,186.672973,15797.0304,4.525236731,1
8.848586283,188.9199829,32033.33202,4.014681858,1
9.495456382,185.8785944,18088.35485,4.168541279,1
8.052893916,198.9944743,9025.07936,3.634844542,1
2.798549099,311.3839565,26931.24348,3.663252222,1
6.425873866,188.9802815,11965.39651,3.731936503,1
7.757269666,213.0484451,25259.78055,4.165432286,1
7.748654706,239.7882778,29331.23663,2.511810493,1
5.117390303,225.6574044,30914.11158,3.937188442,1
7.481535362,218.2611698,12088.41645,4.262065437,1
5.374222585,201.3314401,19410.23376,3.642778438,1
7.063646976,140.6128657,17941.81126,3.39586624,1
6.876451043,190.8445136,21979.03167,4.545340927,1
4.812433652,250.1839535,11465.57564,3.0209959,1
4.993530734,242.6205031,13900.77927,3.153809337,1
4.788861062,234.8937026,28174.62052,2.896852186,1
4.037287739,291.4618974,52318.9173,3.04504857,1
6.505872509,240.2879117,29534.69029,4.497528597,1
6.779773967,153.8863093,24415.07056,2.729104523,1
6.952511674,211.6972974,33737.28852,4.105495485,1
5.628406919,226.8300426,28334.49194,5.050683115,1
5.966000489,194.796221,17350.05853,4.177139266,1
6.319431545,180.9656209,36278.71831,2.653126688,1
8.02724787,193.3524164,7714.746969,3.480640837,1
8.882684452,135.5230624,4857.253807,3.827920867,1
5.991283475,224.6085628,29983.11601,4.840562301,1
10.27244427,163.6246234,18894.85239,3.179884727,1
,131.5477443,21626.49759,4.728123985,1
6.105140135,249.141391,45249.44903,3.103089844,1
9.443358884,73.49223369,20438.22469,3.486646409,1
6.887414371,223.603058,29189.13672,4.564188355,1
6.512900833,169.2174798,25151.41157,4.404040365,1
5.772718095,213.3635446,26124.93141,6.494249467,1
4.912557262,308.2538329,44063.09842,4.897372508,1
9.739561949,166.948864,13623.16006,2.568079877,1
5.541979019,185.6718736,20143.06526,3.672975983,1
,193.5034148,42268.3343,3.601735481,1
,143.3002003,16263.16747,3.451740047,1
6.448931033,240.244771,13979.16572,3.622195522,1
5.477912295,211.3988439,27361.65907,3.774256121,1
8.544708662,181.4134021,31429.37903,2.31815248,1
7.378597016,175.9824471,9460.322635,3.215219463,1
6.66400305,199.5887185,15902.94528,2.227727884,1
6.775582812,218.4149289,17968.88278,4.333636278,1
8.736371211,194.6776872,24283.65879,3.802116117,1
7.146976296,196.5626846,16911.20377,4.025762216,1
,242.9094363,9654.733681,5.652222113,1
5.040331692,232.2344791,25653.69023,3.603325615,1
,281.5821623,21707.49226,4.003819012,1
7.745499128,168.3556238,14336.62752,4.043334781,1
6.259651603,208.3794303,37356.7464,4.213405262,1
8.59639118,189.5231608,14518.9745,3.519884366,1
5.767349597,272.4721781,15417.93283,3.896090487,1
7.088940642,206.3641219,13839.71343,5.661104287,1
8.029181613,158.0403984,19663.46943,4.388551012,1
,286.2017633,46931.88429,4.120931424,1
4.725785565,249.6709994,20834.29428,3.15633142,1
8.19576536,214.5176104,10389.54254,3.218709224,1
6.443753668,196.6159916,25740.41259,4.498684931,1
7.039094321,179.6452245,28827.36019,4.366031351,1
,185.7557279,27345.17429,4.407566169,0
,185.8467967,14971.94903,5.110414149,0
6.945224092,220.9600411,36438.31088,4.823082014,0
5.742110407,188.216604,26831.61041,3.323069564,0
5.59662785,177.2137917,17925.35212,5.235111121,0
7.350378987,193.6333668,26736.08557,3.663922184,0
6.262798867,206.8897483,31414.52581,4.012517558,0
9.927023723,208.4907383,19666.99279,4.051733473,0
5.381407519,175.5743066,15371.99994,4.364066935,0
4.961352728,166.2599616,22229.23009,3.902837834,0
6.457097525,192.2649447,18340.04681,2.637364885,0
6.53936951,214.6386028,21230.43141,4.527364378,0
6.252410005,225.7841009,23920.25478,2.722908161,0
7.967344823,180.5317069,19384.03743,4.069358772,0
,212.73169,37030.70812,4.825792283,0
7.60952119,223.2883936,40879.78957,3.145842903,0
6.887863944,173.3250224,19947.92418,5.454487652,0
9.879071258,208.9056452,14673.67067,4.218831154,0
7.63876177,178.2716356,18308.50267,4.496626599,0
6.961891686,223.595839,31101.68428,3.44672846,0
8.060609624,208.0427107,15489.32566,3.60090567,0
7.240271791,213.4231392,23432.96269,3.832597167,0
7.486779709,199.6777845,25396.01178,5.048833995,0
8.410460643,234.8765244,27554.34526,2.977359946,0
6.143921454,175.274076,29072.16965,3.476213304,0
6.09617989,174.8716293,16314.23338,5.142471132,0
6.384824009,243.6880749,39960.29895,4.144998518,0
9.462666017,225.399307,12224.6246,2.850183766,0
7.868147086,199.035973,20434.10574,4.315898406,0
5.873157137,153.6733815,21910.76357,5.120887965,0
,186.8730137,26004.52888,5.14411422,0
6.529304448,210.0040335,28970.08761,3.361088407,0
5.152203722,207.2992598,27000.10688,4.689842818,0
7.858662779,210.954754,26703.85347,3.422470521,0
7.704410252,234.6359511,22057.37916,3.031364369,0
6.728004386,201.1268956,22888.78806,4.410697353,0
10.46450248,190.9948483,6700.775054,4.956358408,0
9.11278625,205.9410721,20868.62798,4.567087634,0
8.079808358,174.1610935,12677.8415,3.611057441,0
7.078659419,232.5818483,26177.78951,3.696640141,0
,139.3311518,2912.211247,4.093097749,0
8.043889299,169.6882249,8896.195118,3.15994937,0
7.040244978,192.9559825,20988.42941,3.993409764,0
5.483974109,166.1618369,21144.97526,4.063613621,0
8.53440688,248.5774824,22372.30327,2.544733701,0
7.266594535,176.8536963,14859.05966,3.357439471,0
6.256651148,181.0723073,16905.80152,4.181050753,0
7.240351006,201.9971958,14462.67431,3.7829719,0
8.692115322,144.2363578,2552.962804,2.283475159,0
8.639540978,168.6139666,7013.211787,4.192932215,0
7.179864149,180.8542106,10859.55375,3.878447314,0
7.163999223,203.7815979,34226.07213,3.354322267,0
8.926113143,189.987947,15249.62024,2.752134121,0
6.353110302,206.2698099,18409.03732,2.856175487,0
6.681553568,238.5124406,26132.21181,2.956748075,0
5.445325981,201.3794591,28001.11818,3.946989523,0
7.539881893,185.8259753,21575.24522,4.53159367,0
,199.9180136,15335.51143,4.482459764,0
4.37047658,188.6540373,29542.33817,4.649382034,0
10.31640038,217.2668424,10676.50848,3.407349428,0
6.599593819,198.3232608,21078.88717,4.702310753,0
4.197583589,189.4736767,31292.1277,5.206480177,0
7.920794564,173.3571506,13454.63478,3.374326523,0
6.330732765,166.738009,18397.19941,3.940000423,0
,181.2961251,23433.90177,5.128346524,0
7.76414261,186.1324319,25926.07564,4.105178268,0
8.237142634,190.0596949,20015.39811,4.939109441,0
5.679234115,188.1886961,35643.18121,2.339572736,0
7.417570368,193.7718784,23207.09284,4.671557881,0
4.775983439,196.2739637,19185.79188,4.382161619,0
7.86509497,210.0392943,14310.6233,4.795025555,0
5.903465715,201.8640323,25394.10472,4.587086719,0
7.705711006,178.9228576,18476.61917,3.861956077,0
7.815121778,190.3139043,20229.10815,3.096163272,0
6.139743032,168.4442145,23894.13601,3.841221574,0
5.041405028,193.1678535,17342.31408,4.543685761,0
8.675192692,200.7359412,15049.5842,4.97857536,0
7.689358004,221.3568855,30253.8511,4.978556095,0
8.570129121,200.0718748,9782.344284,4.604404561,0
5.671762326,184.7818419,17527.71673,3.268693507,0
6.624806428,204.3429275,21443.26475,2.840910756,0
6.541007699,195.5668895,29616.49287,2.355934229,0
,169.1887357,18408.29497,6.739,0
9.241197563,223.6913502,21610.5813,5.265728858,0
,162.6262869,21318.96169,4.514981624,0
6.340809022,158.3427412,15288.21377,5.45860969,0
5.980357227,181.2587047,11826.29428,4.247240149,0
7.60597883,172.1981361,10930.05567,3.242849929,0
6.427512443,178.3265554,25993.71141,6.032994877,0
,196.2488574,17909.36578,3.888235227,0
6.109073312,191.7555714,26853.94949,4.881101138,0
5.842933081,168.2952871,19156.12313,4.143224936,0
5.36754649,175.4328194,29009.01082,4.267189591,0
5.345887147,184.7845747,22274.36837,2.950360943,0
5.386307352,212.5929905,40149.31656,3.662563465,0
9.919478426,207.0655873,16544.27559,4.11748804,0
,218.3021764,42061.3228,4.328026357,0
7.121458435,204.1641395,20574.36426,3.774600526,0
9.418296122,173.6402158,8777.686784,4.604633154,0
7.457164758,263.0367045,31085.08343,4.106543052,0
5.27222756,206.3131847,42210.88524,5.068556189,0
7.29195704,202.3290442,21891.67716,4.237643894,0
7.803833221,223.6881109,37376.79299,2.907387267,0
6.844350911,197.4604694,23608.86224,2.877062813,0
5.608745232,152.9540623,19835.98077,4.644211645,0
5.701154645,233.5150425,41411.60171,3.403136416,0
5.412762498,226.5864876,45510.58432,4.091205593,0
,208.177464,17264.84092,3.912148351,0
5.018132384,169.3972377,29072.03812,4.286478967,0
4.552238411,197.076934,25969.21512,3.932804334,0
,203.5059212,21417.59361,4.613578722,0
7.025305942,202.809081,23502.8578,5.989542791,0
5.770620969,194.5001438,16173.72709,4.240821478,0
8.437875983,183.1066249,12856.92869,3.815468994,0
5.907078269,213.4710813,41839.45645,4.296479909,0
6.89834133,187.4153064,19024.48553,5.371284156,0
10.25273437,217.7366692,9651.874826,3.290372492,0
8.206499938,182.9053594,18949.97554,4.22512093,0
7.286167388,208.4440851,30879.02668,4.686019916,0
8.809296432,226.1059008,18140.59427,3.87905374,0
6.641500687,198.8844095,27867.48676,4.694311216,0
6.145148361,197.5410721,39657.27211,4.600885755,0
5.906441765,177.8913689,27296.29404,4.807495942,0
5.38984593,163.3443524,19646.23342,3.577674921,0
5.006562979,160.496448,27218.82198,3.665205612,0
6.5036382,163.2566344,15000.18777,4.963184434,0
9.606858896,200.8421428,18907.64284,4.405351952,0
8.742229882,179.4098037,9694.354896,2.842393186,0
8.394397412,187.6434114,10603.09802,2.83390143,0
,204.9238286,12556.75405,3.257744181,0
3.841205038,186.9177655,19988.64926,3.635634543,0
4.301373467,148.7377009,26640.07219,3.067626699,0
9.895889213,210.6540407,13189.51938,3.813428659,0
4.319440673,186.0561786,30565.57839,3.241972101,0
8.313773604,196.5476964,11310.95831,4.290071516,0
,179.1492874,4784.967879,2.380084227,0
3.410359671,207.3974729,49074.73041,3.721765769,0
7.510943342,182.1928474,17100.88743,3.342409054,0
6.978290868,191.8584841,26189.64706,4.931878079,0
,164.3784333,15908.56187,4.380978304,0
7.46072722,237.5796125,25222.956,3.949014618,0
,190.0466609,18327.43843,4.54358117,0
7.220165553,204.7683905,15658.08628,4.398685036,0
8.790851189,187.4398122,7850.641892,3.480271755,0
